,Bolivia,La Paz,Cochabamba,Santa Cruz,Oruro,Potosí,Chuquisaca,Tarija,Beni,Pando
2021-03-12,0,0,0,0,0,0,0,0,0,0
2021-03-13,0,0,0,0,0,0,0,0,0,0
2021-03-14,0,0,0,0,0,0,0,0,0,0
2021-03-15,0,0,0,0,0,0,0,0,0,0
2021-03-16,0,0,0,0,0,0,0,0,0,0
2021-03-17,0,0,0,0,0,0,0,0,0,0
2021-03-18,0,0,0,0,0,0,0,0,0,0
2021-03-19,0,0,0,0,0,0,0,0,0,0
2021-03-20,0,0,0,0,0,0,0,0,0,0
2021-03-21,0,0,0,0,0,0,0,0,0,0
2021-03-22,0,0,0,0,0,0,0,0,0,0
2021-03-23,0,0,0,0,0,0,0,0,0,0
2021-03-24,0,0,0,0,0,0,1,0,0,0
2021-03-25,0,0,0,0,1,0,1,0,0,0
2021-03-26,0,0,0,0,1,0,1,0,0,0
2021-03-27,0,0,0,0,1,0,1,1,0,0
2021-03-28,0,0,0,0,1,0,1,1,0,0
2021-03-29,0,0,0,0,1,0,1,1,0,0
2021-03-30,0,0,0,0,1,0,1,1,1,0
2021-03-31,0,0,0,0,1,0,1,1,1,1
2021-04-01,0,0,1,0,1,0,1,1,1,1
2021-04-02,0,0,1,0,1,0,1,1,1,1
2021-04-03,1,0,1,0,1,0,1,1,1,1
2021-04-04,1,0,1,0,1,0,1,1,1,1
2021-04-05,1,1,1,0,1,0,1,1,1,1
2021-04-06,1,1,1,0,1,0,1,1,1,1
2021-04-07,1,1,1,1,1,0,1,1,1,1
2021-04-08,1,1,1,1,1,0,1,1,1,1
2021-04-09,1,1,1,1,1,0,1,1,1,1
2021-04-10,1,1,1,1,1,0,1,1,1,1
2021-04-11,1,1,1,1,1,0,1,1,1,1
2021-04-12,1,1,1,1,1,0,1,1,1,1
2021-04-13,1,1,1,1,1,0,1,1,1,1
2021-04-14,1,1,1,1,1,0,2,1,1,1
2021-04-15,1,1,1,1,1,0,2,1,1,1
2021-04-16,1,1,1,1,1,0,2,1,1,1
2021-04-17,1,1,1,1,1,0,2,1,1,1
2021-04-18,1,1,1,1,1,0,2,2,1,1
2021-04-19,1,1,1,1,1,0,2,2,1,1
2021-04-20,1,1,2,1,1,0,2,2,1,1
2021-04-21,1,1,2,1,1,0,2,2,1,1
2021-04-22,1,1,2,1,1,0,2,2,1,1
2021-04-23,1,1,2,1,1,1,2,2,1,1
2021-04-24,1,1,2,1,1,1,2,2,1,1
2021-04-25,1,1,2,1,1,1,2,2,1,1
2021-04-26,1,1,2,1,1,1,2,2,1,1
2021-04-27,1,1,2,1,1,1,2,2,1,1
2021-04-28,1,1,2,1,1,1,2,2,1,1
2021-04-29,1,1,2,1,2,1,2,2,1,1
2021-04-30,1,1,2,1,2,1,2,2,2,1
2021-05-01,2,1,2,1,2,1,2,2,2,1
2021-05-02,2,1,2,1,2,1,2,2,2,1
2021-05-03,2,1,2,1,2,1,2,2,2,1
2021-05-04,2,1,2,1,2,1,2,2,2,1
2021-05-05,2,1,2,1,2,1,2,2,2,2
2021-05-06,2,1,2,2,2,1,2,2,2,2
2021-05-07,2,1,2,2,2,1,2,2,2,2
2021-05-08,2,2,2,2,2,1,2,2,2,2
2021-05-09,2,2,2,2,2,1,2,2,2,2
2021-05-10,2,2,2,2,2,1,2,2,2,2
2021-05-11,2,2,2,2,2,1,2,2,2,2
2021-05-12,2,2,2,2,2,1,2,2,2,2
2021-05-13,2,2,2,2,2,1,3,2,3,2
2021-05-14,2,2,2,2,2,2,3,2,3,2
2021-05-15,2,2,2,2,2,2,3,2,3,2
2021-05-16,2,2,2,2,2,2,3,2,3,2
2021-05-17,2,2,2,2,2,2,3,2,3,2
2021-05-18,2,2,2,2,2,2,3,2,3,2
2021-05-19,2,2,2,2,2,2,3,2,3,2
2021-05-20,2,2,2,2,2,2,3,2,3,2
2021-05-21,2,2,2,2,2,2,3,2,3,2
2021-05-22,2,2,2,2,2,2,3,2,3,2
2021-05-23,2,2,2,2,2,2,3,2,3,2
2021-05-24,2,2,2,2,2,2,3,3,3,2
2021-05-25,2,2,2,2,2,2,3,3,3,2
2021-05-26,2,2,3,2,3,2,3,3,3,2
2021-05-27,2,2,3,2,3,2,3,3,3,2
2021-05-28,2,2,3,2,3,2,3,3,3,3
2021-05-29,2,2,3,2,3,2,3,3,3,3
2021-05-30,2,2,3,2,3,2,3,3,3,3
2021-05-31,3,3,3,2,3,2,3,3,3,3
2021-06-01,3,3,3,2,3,2,3,3,3,3
2021-06-02,3,3,3,2,3,2,3,3,3,3
2021-06-03,3,3,3,2,3,2,3,3,3,3
2021-06-04,3,3,3,2,3,2,3,3,3,3
2021-06-05,3,3,3,2,3,2,4,3,3,3
2021-06-06,3,3,3,2,3,2,4,3,3,3
2021-06-07,3,3,4,3,3,2,4,3,3,3
2021-06-08,3,3,4,3,4,2,4,4,3,3
2021-06-09,4,4,4,3,4,2,4,4,3,3
2021-06-10,4,4,5,3,4,2,4,4,3,3
2021-06-11,4,4,5,4,4,2,5,4,4,4
2021-06-12,4,4,5,4,4,2,5,4,4,4
2021-06-13,4,4,5,4,4,2,5,4,4,4
2021-06-14,4,4,5,4,4,2,5,4,4,4
2021-06-15,4,4,5,4,5,2,5,5,4,4
2021-06-16,4,4,5,4,5,2,5,5,4,4
2021-06-17,4,5,5,4,5,2,5,5,4,4
2021-06-18,4,5,6,4,5,2,5,5,4,4
2021-06-19,5,5,6,4,5,3,5,5,4,4
2021-06-20,5,5,6,4,5,3,5,5,4,4
2021-06-21,5,5,6,4,5,3,5,5,4,4
2021-06-22,5,5,6,4,5,3,6,6,4,4
2021-06-23,5,5,6,4,6,3,6,6,4,4
2021-06-24,5,5,6,5,6,3,6,6,4,5
2021-06-25,5,5,6,5,6,3,6,7,4,5
2021-06-26,5,5,6,5,6,3,6,7,4,5
2021-06-27,5,5,6,5,6,3,6,7,4,5
2021-06-28,5,5,6,5,6,3,6,7,4,5
2021-06-29,5,6,6,5,6,3,7,7,4,5
2021-06-30,6,6,7,5,7,3,7,7,5,5
2021-07-01,6,6,7,5,7,3,7,7,5,5
2021-07-02,6,6,7,5,7,3,7,7,5,6
2021-07-03,6,6,7,5,7,3,7,8,5,6
2021-07-04,6,6,7,5,7,3,7,8,5,6
2021-07-05,6,6,7,5,7,3,7,8,5,6
2021-07-06,6,6,7,5,7,3,7,8,5,6
2021-07-07,6,6,7,6,8,3,7,8,6,7
2021-07-08,6,6,7,6,8,4,7,8,6,7
2021-07-09,6,6,7,6,8,4,7,8,6,7
2021-07-10,6,6,7,6,8,4,7,8,6,7
2021-07-11,6,6,7,6,8,4,7,8,6,7
2021-07-12,6,7,7,6,8,4,7,8,6,8
2021-07-13,7,7,8,6,8,4,8,8,6,8
2021-07-14,7,7,8,6,8,4,8,9,6,9
2021-07-15,7,7,8,6,9,4,8,9,7,9
2021-07-16,7,7,8,7,9,4,8,10,7,10
2021-07-17,7,7,8,7,9,4,8,10,7,10
2021-07-18,7,7,8,7,9,4,8,10,7,10
2021-07-19,8,7,9,8,9,4,9,10,7,10
2021-07-20,8,8,9,9,10,4,9,11,7,11
2021-07-21,9,8,9,10,10,5,9,12,7,11
2021-07-22,9,9,10,11,10,5,9,12,7,12
2021-07-23,10,9,10,11,11,5,10,13,8,13
2021-07-24,10,9,10,12,11,5,10,13,8,13
2021-07-25,10,10,10,12,11,5,10,14,8,13
2021-07-26,11,10,11,13,11,6,11,15,8,13
2021-07-27,12,11,11,14,12,6,11,16,8,14
2021-07-28,12,12,12,15,12,6,11,16,8,14
2021-07-29,13,12,13,15,13,7,12,17,8,14
2021-07-30,13,13,14,16,13,7,12,18,8,14
2021-07-31,14,13,14,16,13,7,12,18,8,14
2021-08-01,14,13,14,16,13,7,12,18,8,14
2021-08-02,14,14,15,16,13,7,12,19,9,14
2021-08-03,14,14,15,17,13,7,13,19,9,14
2021-08-04,15,14,15,17,14,7,13,20,9,14
2021-08-05,15,15,16,17,14,8,13,20,9,15
2021-08-06,15,15,16,17,14,8,14,20,9,15
2021-08-07,15,15,16,17,14,8,14,21,9,15
2021-08-08,15,15,16,17,14,8,14,21,9,15
2021-08-09,15,15,16,17,14,8,14,22,9,15
2021-08-10,16,15,17,18,15,8,15,22,9,15
2021-08-11,16,16,17,18,16,8,15,23,9,15
2021-08-12,17,16,18,18,16,8,16,23,9,15
2021-08-13,17,16,19,19,17,9,17,24,9,15
2021-08-14,17,16,19,19,17,9,17,24,9,15
2021-08-15,17,16,19,19,17,9,17,24,9,15
2021-08-16,18,17,20,19,17,9,17,25,9,16
2021-08-17,18,17,20,20,18,9,18,25,10,16
2021-08-18,18,17,21,20,19,10,19,26,10,16
2021-08-19,19,18,21,21,20,10,19,26,10,16
2021-08-20,19,18,21,21,20,10,19,27,11,16
2021-08-21,19,18,21,21,20,10,20,27,11,16
2021-08-22,19,18,21,21,20,10,20,27,11,16
2021-08-23,20,18,22,22,21,10,20,27,11,16
2021-08-24,20,19,22,22,22,11,21,28,12,17
2021-08-25,21,19,23,23,22,11,22,29,12,17
2021-08-26,21,20,23,23,23,12,22,29,12,17
2021-08-27,22,20,24,23,24,16,23,31,13,18
2021-08-28,22,20,24,24,24,16,23,31,13,18
2021-08-29,22,21,24,24,24,16,24,31,13,18
2021-08-30,23,21,24,25,25,16,24,31,13,18
2021-08-31,23,22,25,25,25,17,25,32,14,19
2021-09-01,23,22,25,25,26,17,26,32,14,19
2021-09-02,24,22,25,25,26,18,26,32,14,19
2021-09-03,24,22,25,25,26,18,26,32,14,20
2021-09-04,24,22,25,25,26,18,26,32,15,20
2021-09-05,24,23,25,25,26,18,26,32,15,20
2021-09-06,24,23,25,25,26,19,26,33,15,20
2021-09-07,24,23,26,25,27,19,27,33,15,20
2021-09-08,25,23,26,26,27,19,27,33,16,20
2021-09-09,25,24,26,26,27,20,27,33,16,20
2021-09-10,25,24,26,26,27,20,27,34,16,20
2021-09-11,25,24,26,26,27,20,27,34,16,20
2021-09-12,25,24,26,26,27,20,27,34,16,20
2021-09-13,25,24,26,26,27,20,28,34,16,20
2021-09-14,25,24,26,26,28,20,28,34,17,20
2021-09-15,25,24,27,26,28,21,28,34,17,21
2021-09-16,26,24,27,26,28,21,28,34,17,21
2021-09-17,26,24,27,26,28,21,28,34,17,21
2021-09-18,26,24,27,26,28,21,28,35,18,21
2021-09-19,26,24,27,27,28,21,28,35,18,21
2021-09-20,26,24,28,27,28,21,28,35,18,21
2021-09-21,27,25,29,27,29,21,29,36,18,21
2021-09-22,27,25,30,28,29,22,29,36,19,21
2021-09-23,27,25,30,28,29,22,29,36,19,21
2021-09-24,27,26,30,28,30,22,29,37,19,21
2021-09-25,28,26,30,28,30,22,29,37,19,21
2021-09-26,28,26,30,28,30,22,29,37,19,21
2021-09-27,28,26,30,28,30,22,30,37,19,21
2021-09-28,28,27,31,29,31,22,30,38,20,21
2021-09-29,28,27,31,29,31,23,30,38,20,21
2021-09-30,29,27,31,29,31,23,30,38,20,21
2021-10-01,29,27,31,29,31,23,30,38,20,22
2021-10-02,29,27,31,29,31,23,30,38,20,22
2021-10-03,29,27,31,29,31,23,30,38,20,22
2021-10-04,29,28,31,29,32,23,31,38,21,22
2021-10-05,29,28,31,29,32,23,31,39,21,22
2021-10-06,29,28,31,30,32,23,31,39,21,22
2021-10-07,29,28,32,30,32,24,31,39,21,22
2021-10-08,29,28,32,30,32,24,31,39,21,22
2021-10-09,29,28,32,30,32,24,31,39,21,22
2021-10-10,29,28,32,30,32,24,31,39,21,22
2021-10-11,30,28,32,30,32,24,32,39,22,22
2021-10-12,30,29,32,30,32,24,32,39,22,22
2021-10-13,30,29,32,31,32,24,32,39,22,22
2021-10-14,30,29,32,31,33,24,32,39,22,22
2021-10-15,30,29,33,31,33,24,32,39,22,23
2021-10-16,31,29,33,31,33,24,32,39,22,23
2021-10-17,31,29,33,31,33,24,32,39,23,23
2021-10-18,31,30,33,32,33,24,33,39,23,23
2021-10-19,31,30,34,32,33,24,33,40,23,23
2021-10-20,31,30,34,32,33,24,33,40,23,23
2021-10-21,32,31,34,33,33,25,33,40,23,23
2021-10-22,32,31,34,33,33,25,33,40,23,23
2021-10-23,32,31,34,33,33,25,33,40,23,23
2021-10-24,32,31,34,33,33,25,33,40,23,23
2021-10-25,32,31,35,33,33,25,34,40,24,23
2021-10-26,32,31,35,33,33,25,34,40,24,23
2021-10-27,32,31,35,34,33,25,34,40,24,23
2021-10-28,32,31,35,34,33,25,34,41,24,23
2021-10-29,33,32,35,34,34,25,34,41,24,23
2021-10-30,33,32,35,34,34,25,34,41,24,23
2021-10-31,33,32,35,34,34,25,34,41,25,23
2021-11-01,33,32,35,34,34,25,34,41,25,24
2021-11-02,33,32,35,34,34,25,34,41,25,24
2021-11-03,33,32,35,34,34,25,34,41,25,24
2021-11-04,33,32,36,34,34,25,34,41,25,24
2021-11-05,33,32,36,34,34,25,35,41,25,24
2021-11-06,33,32,36,34,34,25,35,41,25,24
2021-11-07,33,32,36,35,34,25,35,41,25,24
2021-11-08,33,32,36,35,34,25,35,41,25,24
2021-11-09,33,32,36,35,34,25,35,41,25,24
2021-11-10,33,33,36,35,34,25,35,41,25,24
2021-11-11,33,33,36,35,34,25,35,41,25,24
2021-11-12,34,33,36,35,34,25,35,41,26,24
2021-11-13,34,33,36,35,34,25,35,41,26,24
2021-11-14,34,33,36,35,34,25,35,41,26,24
2021-11-15,34,33,36,35,34,25,35,42,26,24
2021-11-16,34,33,37,35,35,25,36,42,26,24
2021-11-17,34,33,37,35,35,25,36,42,26,24
2021-11-18,34,33,37,35,35,26,36,42,26,24
2021-11-19,34,33,37,35,35,26,36,42,26,24
2021-11-20,34,33,37,35,35,26,36,42,26,24
2021-11-21,34,33,37,36,35,26,36,42,26,24
2021-11-22,34,34,38,36,35,26,36,42,26,24
2021-11-23,35,34,38,36,35,26,36,42,26,25
2021-11-24,35,34,38,36,35,26,36,42,26,25
2021-11-25,35,34,38,36,36,26,36,42,27,25
2021-11-26,35,34,38,36,36,26,36,43,27,25
2021-11-27,35,34,38,36,36,26,36,43,27,25
2021-11-28,35,34,38,36,36,26,36,43,27,25
2021-11-29,35,34,38,36,36,26,37,43,27,25
2021-11-30,35,34,39,37,36,26,37,43,27,25
2021-12-01,35,34,39,37,36,26,37,43,27,25
2021-12-02,36,35,39,37,36,26,37,43,27,25
2021-12-03,36,35,39,37,37,26,37,43,27,25
2021-12-04,36,35,39,37,37,26,37,43,27,25
2021-12-05,36,35,39,37,37,26,37,43,27,25
2021-12-06,36,35,39,37,37,26,38,44,27,25
2021-12-07,36,35,40,38,37,27,38,44,27,25
2021-12-08,36,35,40,38,37,27,38,44,27,26
2021-12-09,37,36,40,38,38,27,39,44,27,26
2021-12-10,37,36,41,38,38,27,39,45,27,26
2021-12-11,37,36,41,38,38,27,39,45,27,26
2021-12-12,37,36,41,38,38,27,39,45,27,26
2021-12-13,37,36,41,38,38,27,39,45,27,26
2021-12-14,37,36,41,39,39,27,39,45,28,26
2021-12-15,37,36,41,39,39,27,40,45,28,26
2021-12-16,38,36,42,39,39,27,40,45,28,26
2021-12-17,38,36,42,39,39,28,40,46,28,26
2021-12-18,38,37,42,39,39,28,40,46,28,26
2021-12-19,38,37,42,39,39,28,40,46,28,26
2021-12-20,38,37,42,39,40,28,40,46,28,26
2021-12-21,38,37,42,39,40,28,40,46,28,27
2021-12-22,38,37,42,40,40,28,40,46,28,27
2021-12-23,38,37,42,40,40,28,41,46,28,27
2021-12-24,38,37,42,40,40,28,41,46,28,27
2021-12-25,38,37,42,40,40,28,41,46,28,27
2021-12-26,38,37,42,40,40,28,41,46,28,27
2021-12-27,39,37,43,40,40,28,41,46,28,27
2021-12-28,39,37,43,40,41,28,41,47,28,27
2021-12-29,39,37,43,40,41,28,41,47,28,27
2021-12-30,39,38,43,40,41,29,41,47,29,27
2021-12-31,39,38,43,40,41,29,41,47,29,27
2022-01-01,39,38,43,40,41,29,42,47,29,27
2022-01-02,39,38,43,40,41,29,42,47,29,27
2022-01-03,40,38,44,41,42,29,42,47,29,28
2022-01-04,40,39,44,41,42,29,42,48,30,28
2022-01-05,40,39,44,41,42,30,43,48,30,28
2022-01-06,40,39,45,41,43,30,43,48,30,29
2022-01-07,40,39,45,42,43,30,43,48,30,29
2022-01-08,41,39,45,42,43,30,43,48,30,29
2022-01-09,41,40,45,42,43,30,43,48,30,29
2022-01-10,41,40,45,42,44,30,44,49,31,29
2022-01-11,41,40,45,42,44,30,44,49,31,29
2022-01-12,41,40,46,43,44,30,44,49,31,29
2022-01-13,42,40,46,43,44,31,44,49,31,30
2022-01-14,42,40,46,43,44,31,44,50,31,30
2022-01-15,42,40,46,43,44,31,44,50,31,30
2022-01-16,42,40,46,43,44,31,44,50,31,30
2022-01-17,42,41,46,43,45,31,45,50,32,30
2022-01-18,42,41,47,44,45,31,45,50,32,30
2022-01-19,43,41,47,44,45,32,45,50,32,31
2022-01-20,43,42,47,44,45,32,45,51,32,31
2022-01-21,43,42,47,44,45,32,45,51,33,31
2022-01-22,43,42,47,44,45,32,45,51,33,31
2022-01-23,43,42,47,44,45,32,45,51,33,31
2022-01-24,43,42,47,45,46,32,46,51,33,31
2022-01-25,43,42,48,45,46,32,46,51,33,31
2022-01-26,44,43,48,45,46,32,46,52,33,31
2022-01-27,44,43,48,45,47,33,46,52,33,31
2022-01-28,44,43,49,46,47,33,47,52,34,31
2022-01-29,44,43,49,46,47,33,47,52,34,31
2022-01-30,44,43,49,46,47,33,47,52,34,31
2022-01-31,45,44,49,46,48,33,47,52,34,32
2022-02-01,45,44,49,46,48,33,47,53,34,32
2022-02-02,45,44,49,46,48,33,47,53,34,32
2022-02-03,45,44,50,46,48,33,47,53,34,32
2022-02-04,45,44,50,47,48,33,48,53,34,32
2022-02-05,46,45,50,47,48,34,48,53,34,32
2022-02-06,46,45,50,47,48,34,48,53,34,32
2022-02-07,46,45,50,47,49,34,48,53,35,32
2022-02-08,46,45,50,47,49,34,48,54,35,32
2022-02-09,46,45,51,47,49,34,48,54,35,32
2022-02-10,46,45,51,48,49,34,48,54,35,32
2022-02-11,46,45,51,48,49,34,48,54,35,33
2022-02-12,46,45,51,48,49,34,48,54,35,33
2022-02-13,46,45,51,48,49,34,48,54,35,33
2022-02-14,47,45,51,48,49,34,49,54,35,33
2022-02-15,47,46,52,48,49,34,49,55,35,33
2022-02-16,47,46,52,48,50,35,49,55,35,33
2022-02-17,47,46,52,48,50,35,49,55,35,33
2022-02-18,47,46,52,49,50,35,49,55,36,33
2022-02-19,47,46,52,49,50,35,49,55,36,33
2022-02-20,47,46,52,49,50,35,49,55,36,33
2022-02-21,47,46,52,49,50,35,49,55,36,33
2022-02-22,47,46,52,49,50,35,49,55,36,33
2022-02-23,47,46,52,49,50,35,50,55,36,33
2022-02-24,48,46,53,49,50,35,50,56,36,34
